ID,TOPIC,IS_IRONIC,MESSAGE,MESSAGE_CLEAN
0eaded4184088faacd4d74b2fa8134aa,asuntosConacyt,1,"Como cuando cambias de personal porque hacen mal el trabajo encomendado y resulta que los reemplazos son piores ( es decir, piores que los peores)","Como cuando cambias de personal porque hacen mal el trabajo encomendado y resulta que los reemplazos son piores es decir, piores que los peores"
e9d9f8b7c95964b09cc7c19d564bcd97,asuntosConacyt,1,"Es el colmo con su transformación bananera de cuarta, Pejezuela, siganle.....siganle....no van a llegar ni a la mitad del sexenio..  me canso ganso.","Es el colmo con su transformación bananera de cuarta, Pejezuela, siganle..siganle..no van a llegar ni a la mitad del sexenio.. me canso ganso."
fb3efd1f5825a231b55d63f55fad4482,asuntosConacyt,1,Pero moralmente es muy capaz. 😅,Pero moralmente es muy capaz. :cara_sonriendo_con_sudor_frío:
6bf6e21c0f119ad4f0699a04f9dbde04,asuntosConacyt,1,La contraparte dice que el maiz tiene alma. Con eso basta para entender el despido,La contraparte dice que el maiz tiene alma. Con eso basta para entender el despido
15b3a6ba1814ed0a834f2c1a5108687a,asuntosConacyt,1,Palabra del señor - te alabamos señor,Palabra del señor te alabamos señor
f269dbe8bdbf1af474a66102666e7ab0,asuntosConacyt,1,Que yo recuerde videgaray dijo no saber nada del cargo y que se le disculpara la curva de aprendizaje???? No pues si éramos mas felices ....,Que yo recuerde videgaray dijo no saber nada del cargo y que se le disculpara la curva de aprendizaje?? No pues si éramos mas felices ..
45d1226443c8415eefafc615ee896159,asuntosConacyt,1,Ser culto o preparado es ser fifí?Que idiota con razón termino una licenciatura en 14 años que bestia,Ser culto o preparado es ser fifí?Que idiota con razón termino una licenciatura en 14 años que bestia
dc5ab06e2c77680ea18a65ba08f2f6da,asuntosConacyt,1,"Tiene una ventaja enorme. Cuando acabe su periodo no tendrá el problema de que la quiera contratar una empresa de Biotecnología, tecnología o ciencia alguna en 10, 20 o 100 años","Tiene una ventaja enorme. Cuando acabe su periodo no tendrá el problema de que la quiera contratar una empresa de Biotecnología, tecnología o ciencia alguna en 10, 20 o 100 años"
0fc67e41153e55e56551582d1ec32618,asuntosConacyt,1,"Ahora se entiende lo del subdirector. Señora tengo secundaria, no habrá un puesto como de coordinador de investigaciones sociales y económicas? En una de esas pega.","Ahora se entiende lo del subdirector. Señora tengo secundaria, no habrá un puesto como de coordinador de investigaciones sociales y económicas? En una de esas pega."
b2e0e9e80ce4266fd8b3cc3529ac726d,asuntosConacyt,1,Y en 3 meses de conocerlo se ganó tal puesto.... 😮😮😮😮,Y en 3 meses de conocerlo se ganó tal puesto.. :cara_con_la_boca_abierta::cara_con_la_boca_abierta::cara_con_la_boca_abierta::cara_con_la_boca_abierta:
a54d7c3e0cdbd73aebbf6616d97b7460,asuntosConacyt,1,"Mafias por aqui, mafias por alla, mafias por delante y mafias por detras.","Mafias por aqui, mafias por alla, mafias por delante y mafias por detras."
ab8e1c8fb6668d77db599dcd6cbf8a5b,asuntosConacyt,1,"Las mafias de López Obrador son como el jetta, están en su cabeza.","Las mafias de López Obrador son como el jetta, están en su cabeza."
27d6eeac9f037676311d79e92b0f72cd,asuntosConacyt,1,Consejo Nacional de Ciencia y Tecnología. No tamaleria la india bonita o tacos de canasta Chonita. Nombren gente preparada.,Consejo Nacional de Ciencia y Tecnología. No tamaleria la india bonita o tacos de canasta Chonita. Nombren gente preparada.
dc39cff1f616154d392c8b0ed6824e88,asuntosConacyt,1,"Que esta brillante directora del @Conacyt_MX nos comente donde realizó sus estudios de postgrado, en México no fue","Que esta brillante directora del [USER] nos comente donde realizó sus estudios de postgrado, en México no fue"
c407c3139153fffe0d797555324aa837,asuntosConacyt,1,@anafvega dice que continuamos en la era de La Conquista.. Así que ella trabajará para llevaron a la de Las  Cavernas!!!! 🥴😒,[USER] dice que continuamos en la era de La Conquista.. Así que ella trabajará para llevaron a la de Las Cavernas!! :cara_de_grogui::cara_de_desaprobación:
16d3c41c45f46409462aaac31822e4ee,asuntosConacyt,1,Debería mejor dedicarse a diseñar los trajes del presidiario porque se ve la puta chingada,Debería mejor dedicarse a diseñar los trajes del presidiario porque se ve la puta chingada
5f7b6a6597e894492e2acbb0c71b0479,asuntosConacyt,1,¿A quién faltará de insultar y calumniar el presidente López ? 🤔,¿A quién faltará de insultar y calumniar el presidente López ? :cara_pensativa:
60b5ebfbf1724012c1003b5adbf60070,asuntosConacyt,1,Él encuentra mafias hasta en la sopa,Él encuentra mafias hasta en la sopa
a1a39f245d80c2f46f289907f5ea45f8,asuntosConacyt,1,Mafia de la ciencia?? De dónde saca este personaje tantas idioteces??? Realmente esta mal de la cabeza,Mafia de la ciencia?? De dónde saca este personaje tantas idioteces?? Realmente esta mal de la cabeza
c65fd8528cb0dabeb8a66c76b04b7f16,asuntosConacyt,1,"No se si el señor tenga mascotas, pero me preocua que cuando se le acaben los cuates a quien regalarle posiciones en el gobierno no le vaya a salir lo Caligula.","No se si el señor tenga mascotas, pero me preocua que cuando se le acaben los cuates a quien regalarle posiciones en el gobierno no le vaya a salir lo Caligula."
3e5a640ff72e0a2ae1ad70a706e4e311,asuntosConacyt,1,"Jajajajaja qué mierda es que se quiera justificar todo con ""honestidad"". Se puede ser honesto y mediocre a la vez.",Jajajajaja qué mierda es que se quiera justificar todo con honestidad . Se puede ser honesto y mediocre a la vez.
7fc5600191b13ba31a6022139b58cc54,asuntosConacyt,1,"Pues después de nombrar a un agrónomo para Pemex , a un ex priísta de lo más nefasto( además senil) en la CFE ... que esperábamos ??","Pues después de nombrar a un agrónomo para Pemex , a un ex priísta de lo más nefasto además senil en la CFE .. que esperábamos ??"
b9ebaa5ad4e5e4af802f6cbfabbe0dd2,asuntosConacyt,1,"Luego que ? La Mafia de la vejez?, La Marie del tiempo? Y eso va a poner de pretexto al no poder cumplir sus milagros diciendo que ya se siente más viejo de lo que está?","Luego que ? La Mafia de la vejez?, La Marie del tiempo? Y eso va a poner de pretexto al no poder cumplir sus milagros diciendo que ya se siente más viejo de lo que está?"
fc9e65039210d97fdb2988cb1823e06d,asuntosConacyt,1,"El gigante invisible, ya ponte a trabajar sin andar llorando.","El gigante invisible, ya ponte a trabajar sin andar llorando."
bfa23c4787d7e555666985d699937009,asuntosConacyt,1,Tristeza ver a personas con poca preparación decidiendo el destino de las mentes brillantes...  Con pensamientos acordes a su nivel que dañarán a México por su falta de capacidad intelectual...  Cocinera a tus guisos...,Tristeza ver a personas con poca preparación decidiendo el destino de las mentes brillantes.. Con pensamientos acordes a su nivel que dañarán a México por su falta de capacidad intelectual.. Cocinera a tus guisos..
eb834d1c9d7bd07b3abbfd6db8757095,asuntosConacyt,1,"Los “Z” Los huachicoleros El Mencho La CNTE Romero Deschamps, Ellos son gente buena, víctima de las otras mafias !!","Los Z Los huachicoleros El Mencho La CNTE Romero Deschamps, Ellos son gente buena, víctima de las otras mafias !!"
7bce5485eb1eece469c6228942727e8c,asuntosConacyt,1,"Ya me imagino a la doña en una reunión técnica de la comisión. Le hablarán en chino, no entenderá ni madres. Sabrá por lo menos que es una bacteria, un hongo, una levadura, un metabolito, sustrato. NOOOOOOO","Ya me imagino a la doña en una reunión técnica de la comisión. Le hablarán en chino, no entenderá ni madres. Sabrá por lo menos que es una bacteria, un hongo, una levadura, un metabolito, sustrato. NOO"
bb1da30061a753300827c7db0999fafa,asuntosConacyt,1,"No te decepciones, va a haber muchas becas para estudiar en el extranjero, casi todas a Cuba. 🙄","No te decepciones, va a haber muchas becas para estudiar en el extranjero, casi todas a Cuba. :cara_con_ojos_en_blanco:"
5a56acfe74dfe9b0cffb2231839c4783,asuntosConacyt,1,"Las tonterías sólo se le ocurrirán en la mañana? Si nos estás con él, estás en contra... que jodido","Las tonterías sólo se le ocurrirán en la mañana? Si nos estás con él, estás en contra.. que jodido"
5386e84baddce7e2769799040f9d01cd,asuntosConacyt,1,"Estamos jodidos .., este tipo nos está regresando al oscurantismo... mal, mal, mal","Estamos jodidos .., este tipo nos está regresando al oscurantismo.. mal, mal, mal"
6efe006f50a10278ff12403e50adab89,asuntosConacyt,1,No tanto el amiguismo si no la mayoría en las cámaras.... gracias PRI por lograr con tus jaladas todo esto.....,No tanto el amiguismo si no la mayoría en las cámaras.. gracias PRI por lograr con tus jaladas todo esto..
ea4e53d213b6d5504e725b5340f68e4b,asuntosConacyt,1,Neta que ya hasta me siento mafioso,Neta que ya hasta me siento mafioso
09a9e7fe2bec4c6c07b153bdbb7e72c5,asuntosConacyt,1,"De risa. Todo lo que no está con mi presi @lopezobrador_, es ""Mafia"" de algo. Ahora toca la ""Mafia de la Ciencia"".","De risa. Todo lo que no está con mi presi [USER], es Mafia de algo. Ahora toca la Mafia de la Ciencia ."
c429dad063105ace0f11ae5dda62575e,asuntosConacyt,1,Ticher en más de 18 años no pudistes habrír los ojos y aora de puro milagro en 70 días llegó tu cura. Vamos bien vamos bien 💪,Ticher en más de 18 años no pudistes habrír los ojos y aora de puro milagro en 70 días llegó tu cura. Vamos bien vamos bien :bíceps_flexionado:
1b941c8794299526f5e44e2951e012a4,asuntosConacyt,1,Pendejadas. Bravo. Saquen la Universidad de macuspana,Pendejadas. Bravo. Saquen la Universidad de macuspana
feb0c2354692be40103b4472749efc72,asuntosConacyt,1,"La mafia del poder, la mafia de la ciencia, ¿que sigue, la mafia del amor?...","La mafia del poder, la mafia de la ciencia, ¿que sigue, la mafia del amor?.."
2344931475804964d34a9994939c589d,asuntosConacyt,1,"Espero que el conserje también sea investigado; peligro y ni la primaria terminó, y sería una ‘vergüenza’ para ‘la excelencia en inteligencia’ 🤦🏻‍♂️","Espero que el conserje también sea investigado; peligro y ni la primaria terminó, y sería una vergüenza para la excelencia en inteligencia :hombre_con_la_mano_en_la_frente_tono_de_piel_claro:"
9c9e6e2ed314d64aa98b383bb6abe69e,asuntosConacyt,1,"Sueldos altos, seguro, como para pagar tenencia y mantenimiento de ........ por ejemplo deparatementos en Houston. O se siguen pagando con la labor ganada en 100 años. #lacuartatransformacionparecedequinta","Sueldos altos, seguro, como para pagar tenencia y mantenimiento de .. por ejemplo deparatementos en Houston. O se siguen pagando con la labor ganada en 100 años. #lacuartatransformacionparecedequinta"
ebc796ebfbfe8c6d9f4121e796528077,asuntosConacyt,1,Pues si @lopezobrador_ está momificado en puras túnicas de compadrazgo desde que acabó la prepa abierta. Qué esperabas?,Pues si [USER] está momificado en puras túnicas de compadrazgo desde que acabó la prepa abierta. Qué esperabas?
6ee2e3cf6b7c0b9f71c88d8f55de5365,asuntosConacyt,1,"Claro, claro.. Y contratar como subdirectores a estudiantes en el @Conacyt_MX.. De verdad es que asusta tu gran inteligencia..","Claro, claro.. Y contratar como subdirectores a estudiantes en el [USER].. De verdad es que asusta tu gran inteligencia.."
5022bf927db649ca11aa13583e90e3bf,asuntosConacyt,1,Y QUE ESOERAN QUE JALE LOPITOS PUES GENTE ESTUDIADA DE HARVARD BOSTON !??? POR FAVOR CLARO QUE JALARA ESA BOLA DE PSISANOS CHONTALES QUE NI TERMINARON LA PRIMARIA Y NO ES QUE NO PUEDAN OCUPAR EL CARGO EL DETALLE ES QUE NO TIENEN ESTUDIOS DA RISA UNA MODISTA A LA CIENCIA DEL PAIS,Y QUE ESOERAN QUE JALE LOPITOS PUES GENTE ESTUDIADA DE HARVARD BOSTON !?? POR FAVOR CLARO QUE JALARA ESA BOLA DE PSISANOS CHONTALES QUE NI TERMINARON LA PRIMARIA Y NO ES QUE NO PUEDAN OCUPAR EL CARGO EL DETALLE ES QUE NO TIENEN ESTUDIOS DA RISA UNA MODISTA A LA CIENCIA DEL PAIS
54a18501affd7f634ea86b7a38f8b249,asuntosConacyt,1,Es el toyboy de la Padierna,Es el toyboy de la Padierna
3d0a8621348bd65fbb6bce78a5ee0341,asuntosConacyt,1,En manos de que gente ignorante estamos!! Plop,En manos de que gente ignorante estamos!! Plop
366ce60aac0bd2858c060047839023b1,asuntosConacyt,1,"Con todo respeto, puede tener tendencias demenciales que no son raras entre científicos y genios.","Con todo respeto, puede tener tendencias demenciales que no son raras entre científicos y genios."
e2185ff22c6601153f2c1a3c6d705efe,asuntosConacyt,1,"Por favor... basta de “pseudo complots”, “malas intenciones” y “mafias inventadas”; pero lo más importante: BASTA DE VICTIMIZARSE!!!! ES EL PRESIDENTE DE MEXICO, carajo!!","Por favor.. basta de pseudo complots , malas intenciones y mafias inventadas ; pero lo más importante: BASTA DE VICTIMIZARSE!! ES EL PRESIDENTE DE MEXICO, carajo!!"
d79659cc06793083b47b42ac87a526b7,asuntosConacyt,1,Qué sigue? Quitarnos los pasaportes a todos?,Qué sigue? Quitarnos los pasaportes a todos?
fc6af0abcd8fee003f5fb738201d505a,asuntosConacyt,1,"Antes no decías ""Pobre México"" se me olvidaba que te encanta el chayote.",Antes no decías Pobre México se me olvidaba que te encanta el chayote.
9a4bf05c5cb22580b8f1cdeede4b67ff,asuntosConacyt,1,¿Y por eso se toma selfies desnudo el brillante subdirector?,¿Y por eso se toma selfies desnudo el brillante subdirector?
18011dee77d8b37f5980192da3e60fc9,asuntosConacyt,1,Ya solo falta que ponga a rene bejarano en anlgun puesto !! 😂😂😂😂,Ya solo falta que ponga a rene bejarano en anlgun puesto !! :cara_llorando_de_risa::cara_llorando_de_risa::cara_llorando_de_risa::cara_llorando_de_risa:
59d88b5cd716b09e66241003a59d8e38,asuntosConacyt,1,La 4T suena cada vez más como la 4ta corrupción!,La 4T suena cada vez más como la 4ta corrupción!
1ad8ee557ee93945c2228ee71e61675c,asuntosConacyt,1,Tal vez fue su amante y está bien recomendado 😆,Tal vez fue su amante y está bien recomendado :cara_sonriendo_con_los_ojos_cerrados:
f7f681a008d60cc1070615c3b546c7fa,asuntosConacyt,1,Y qué decir del DG de comunicación social de SEP que nunca ha estado estado en comunicación 🤣🤣🤣🤣,Y qué decir del DG de comunicación social de SEP que nunca ha estado estado en comunicación :cara_revolviéndose_de_la_risa::cara_revolviéndose_de_la_risa::cara_revolviéndose_de_la_risa::cara_revolviéndose_de_la_risa:
03c782f1353e5799733849a0775e4cd2,asuntosConacyt,1,"Cierto y al otro recomendado, el de las fotos sersis pa cuando le dan aire","Cierto y al otro recomendado, el de las fotos sersis pa cuando le dan aire"
369845c1545819bdeba9a5076f31f758,asuntosConacyt,1,Bravo Sr. Pejidente! Arriba la 4T....así seremos un país que exporte Diseño de Modas en vez de Tecnología! Qué sigue? Un Secretario con Maestría en Pole Dance?,Bravo Sr. Pejidente! Arriba la 4T..así seremos un país que exporte Diseño de Modas en vez de Tecnología! Qué sigue? Un Secretario con Maestría en Pole Dance?
ef988917f9871c4da008196b3c494a57,asuntosConacyt,1,"Pero el si sabe ""ler"", de qué se quejan ardidos? 🤣🤣🤣","Pero el si sabe ler , de qué se quejan ardidos? :cara_revolviéndose_de_la_risa::cara_revolviéndose_de_la_risa::cara_revolviéndose_de_la_risa:"
22fbf60360c655f5db4b1caa2114e592,asuntosConacyt,1,"Còmo dijo el jefe de la 4T , ya estamos hasta la madre selva de tanta pinche mala decisión.","Còmo dijo el jefe de la 4T , ya estamos hasta la madre selva de tanta pinche mala decisión."
f1ea1d371052d156b99c6c8d3c3f79c7,asuntosConacyt,1,"Soy abogada, titulada, he tomado muchos cursos y especializaciones, tengo 20 años laborando como servidora pública federal, será que pueda ocupar un cargo ahí? O estoy sobre calificada?! 🤔🤔🤔🙄🙄","Soy abogada, titulada, he tomado muchos cursos y especializaciones, tengo 20 años laborando como servidora pública federal, será que pueda ocupar un cargo ahí? O estoy sobre calificada?! :cara_pensativa::cara_pensativa::cara_pensativa::cara_con_ojos_en_blanco::cara_con_ojos_en_blanco:"
dc1809a437cf3e3a82225368a349dbd4,asuntosConacyt,1,"Todo es mafia. ¡Pues ya sabía! Para qué se postuló para presidente. Esa respuesta no convence a lo 30 millones de mexicanos que votaron por él y a los que no votaron, menos.","Todo es mafia. ¡Pues ya sabía! Para qué se postuló para presidente. Esa respuesta no convence a lo 30 millones de mexicanos que votaron por él y a los que no votaron, menos."
5621b50b755e7776e5cf9e1b20dbf766,asuntosConacyt,1,"La teoría del Peje es que sólo van a aprender malas mañas, de criticar la imbecilidad!","La teoría del Peje es que sólo van a aprender malas mañas, de criticar la imbecilidad!"
2fece1b44b550197cdbf5401091a3e52,asuntosConacyt,1,"Por eso los contratan  Sin licenciatura, como  subdirectores del Conacyt y ganando más de 44 mil pesos al mes?","Por eso los contratan Sin licenciatura, como subdirectores del Conacyt y ganando más de 44 mil pesos al mes?"
cf50cd084cd9d44e2acf6c0a7358db2e,asuntosConacyt,1,Tan inteligente qué con 29 años no ha terminado la licenciatura. Qué méritos tiene para desempeñar ése cargo ?,Tan inteligente qué con 29 años no ha terminado la licenciatura. Qué méritos tiene para desempeñar ése cargo ?
932401712e96bdb24022ba1f50b0bd23,asuntosConacyt,1,Ya por el amor de Dios ya póngale un chingadazo a este sr y también nosotros que esperamos ya para ponerle un estate quieto solo se le avisa que ya no es candidato presidencial ya me tiene hasta la madre este sr pendejadas tras pendejadas ?!! Puro Stand Up,Ya por el amor de Dios ya póngale un chingadazo a este sr y también nosotros que esperamos ya para ponerle un estate quieto solo se le avisa que ya no es candidato presidencial ya me tiene hasta la madre este sr pendejadas tras pendejadas ?!! Puro Stand Up
b5a820554de44a41249ae8d5b3c9b84e,asuntosConacyt,1,"Un aplauso para este señor, les está dando lo que merecen los 30 millones que votaron por el, que esperaban, alguien con doctorado en Harvard, 😂😂","Un aplauso para este señor, les está dando lo que merecen los 30 millones que votaron por el, que esperaban, alguien con doctorado en Harvard, :cara_llorando_de_risa::cara_llorando_de_risa:"
ed34d89cd66586e187b6eb92b4b11d25,asuntosConacyt,1,"La ignorancia,en n un mes acabaron con el Conacyt","La ignorancia,en n un mes acabaron con el Conacyt"
649b9354a57fc9008c958fa93fcebf12,asuntosConacyt,1,La ignorancia avanza una casilla,La ignorancia avanza una casilla
4fc0b337272f7516cd6e6b7a749dc0ea,asuntosConacyt,1,Los chairos le hacen a todo!!,Los chairos le hacen a todo!!
36b85b36bbb462978b43d19c869e2ac7,asuntosConacyt,1,Bienvenida compañera directora. Cierre las fronteras a los apátridas y tráigase a todos los fidelistas de la Isla. Saludos del camarada Putin.,Bienvenida compañera directora. Cierre las fronteras a los apátridas y tráigase a todos los fidelistas de la Isla. Saludos del camarada Putin.
7561927cb5aa8458d59dbd980a5fde55,asuntosConacyt,1,"Un retroceso de 50 años; cuanto desprecio por la ciencia de la 4a  ""Deformación"" .Que importante el papel de los medios al señalar absurdos.Cuantas perlas más nos esperan??????",Un retroceso de 50 años; cuanto desprecio por la ciencia de la 4a Deformación .Que importante el papel de los medios al señalar absurdos.Cuantas perlas más nos esperan??
666617a4abb165366438d106ee5b903b,asuntosConacyt,1,Dice Dolores Padierna que lo recomendó por inteligente al nivel de Padierna cualquier persona con secundaria es muy inteligente,Dice Dolores Padierna que lo recomendó por inteligente al nivel de Padierna cualquier persona con secundaria es muy inteligente
754a68400b77b400e23e01d697d05cd2,asuntosConacyt,1,"@lopezobrador_  lo bueno es que usted no entrará en ninguna de estas mafias, ya que uno de sus requisitos es ser inteligente.","[USER] lo bueno es que usted no entrará en ninguna de estas mafias, ya que uno de sus requisitos es ser inteligente."
2e51ed3b3ef9cd2515b5e2a90c76de79,asuntosConacyt,1,"Lo que es un hecho innegable, es que las políticas de enviar estudiantes mexicanos al extranjero durante años ( sic ) nos tienen en un magnífico nivel científico y académico. Hoy somos potencia mundial. Ojalá AMLO no elimine esos planes que han beneficiado tan claramente .","Lo que es un hecho innegable, es que las políticas de enviar estudiantes mexicanos al extranjero durante años sic nos tienen en un magnífico nivel científico y académico. Hoy somos potencia mundial. Ojalá AMLO no elimine esos planes que han beneficiado tan claramente ."
af74d2a088e67fda0649e5350aa8c3cf,asuntosConacyt,1,"Totalmente de acuerdo, no vayan a ver que los países neoliberales son mejores que los de la izquierda latinoamericana.","Totalmente de acuerdo, no vayan a ver que los países neoliberales son mejores que los de la izquierda latinoamericana."
9ed7c70f2b66399d805949a7bc285e32,asuntosConacyt,1,Porque es un peligro tener gente educada....,Porque es un peligro tener gente educada..
cf6df26a234e8e83e1c8c6c46e1c5603,asuntosConacyt,1,"Si esta de la verga que ese wey sea subdirector. Sobretodo por su ""IMPREPARACION"" 😂😂😂😂😂  Por eso hay que ler!!",Si esta de la verga que ese wey sea subdirector. Sobretodo por su IMPREPARACION :cara_llorando_de_risa::cara_llorando_de_risa::cara_llorando_de_risa::cara_llorando_de_risa::cara_llorando_de_risa: Por eso hay que ler!!
170e482d6a137aae0257deae1b45e1d0,asuntosConacyt,1,Simplemente demuestra @ElenaBuylla que ella y su jefe sólo tienen 💩💩💩💩 en la cabeza!  Lo que buscan es tener pendejos a todos los mexicanos para mantenerse en el poder por decadas!!!,Simplemente demuestra [USER] que ella y su jefe sólo tienen :caca_con_ojos::caca_con_ojos::caca_con_ojos::caca_con_ojos: en la cabeza! Lo que buscan es tener pendejos a todos los mexicanos para mantenerse en el poder por decadas!!
47d44291a810d90acf56c85b9add8627,asuntosConacyt,1,"¿Sabrá la titular del conacyt que cada vez que se come una tortilla, está comiendo maíz genéticamente modificado? Escudarse en la fobia a los transgenicos para justificar sus intransigencias dentro del instituto es una muestra más de su ineptitud para el cargo que ostenta","¿Sabrá la titular del conacyt que cada vez que se come una tortilla, está comiendo maíz genéticamente modificado? Escudarse en la fobia a los transgenicos para justificar sus intransigencias dentro del instituto es una muestra más de su ineptitud para el cargo que ostenta"
0802fa6a9fd726fd6265c7899308dc0e,asuntosConacyt,1,"Quiero denunciar a la Mafia de Marinela por reducirle la mermelada a sus pastelitos, y la Mafia de Sabritas por engañarnos con aire en sus empaques, el elotero de la iglesia ha de tener también su Mafia de los Esquítes porq no deja q nadie más venda por acá y no le pone cucharita","Quiero denunciar a la Mafia de Marinela por reducirle la mermelada a sus pastelitos, y la Mafia de Sabritas por engañarnos con aire en sus empaques, el elotero de la iglesia ha de tener también su Mafia de los Esquítes porq no deja q nadie más venda por acá y no le pone cucharita"
8e20ab90e923a3411972029b25723569,asuntosConacyt,1,Bravo chairos felicidades! ¿Por qué? Por pendejos,Bravo chairos felicidades! ¿Por qué? Por pendejos
e35473e097b31930bd53700c1112f90e,asuntosConacyt,1,AMLO PIENZA QUE EL CONACYT ES BOUTIQUE O ZOOLÓGICO. PERO HAY QUE ENTENDERLO EL SR. APENAS SI TERMINO LA ESCUELA ES UN FÓSIL DE LA UNAM QUE PUEDE SABER DEL CONACYT.,AMLO PIENZA QUE EL CONACYT ES BOUTIQUE O ZOOLÓGICO. PERO HAY QUE ENTENDERLO EL SR. APENAS SI TERMINO LA ESCUELA ES UN FÓSIL DE LA UNAM QUE PUEDE SABER DEL CONACYT.
0ab22788540381e0a83fd7de659b0d1d,asuntosConacyt,1,"Ay esta mafia de la ciencia!, que sólo quiere gente con títulos profesionales de maestrías y doctorados........","Ay esta mafia de la ciencia!, que sólo quiere gente con títulos profesionales de maestrías y doctorados.."
1d0f3fcac0a4cd1f3d92829098cf6865,asuntosConacyt,1,La mafia de la ciencia y la mafia de la cultura,La mafia de la ciencia y la mafia de la cultura
7ccff477f34d521aa9bd98a1f66c6e42,asuntosConacyt,1,"Es perjudicial, tienen la capacidad de razonar.","Es perjudicial, tienen la capacidad de razonar."
be8538137e8ae01c523f18e0e343154f,asuntosConacyt,1,"Lo qué pasa que ella dice que inteligente el nuevo subdirector, pero a comparación de ella.","Lo qué pasa que ella dice que inteligente el nuevo subdirector, pero a comparación de ella."
6bf4328f9401b241af7c1a4dfaf27688,asuntosConacyt,1,"@lopezobrador_  mire usted persiguiendo a esta investigadora realmente preparada, y en la ciudad de México le dan el cargo de Subdirector del Conacyt a una persona sin haber terminado la carrera y su único mérito es mandar nudes en redes para homeosuxuales.","[USER] mire usted persiguiendo a esta investigadora realmente preparada, y en la ciudad de México le dan el cargo de Subdirector del Conacyt a una persona sin haber terminado la carrera y su único mérito es mandar nudes en redes para homeosuxuales."
4d398862590262f5304bc62e238ac533,asuntosConacyt,1,"Si porque aprendes malas mañas,  como diseños de maquibaria, robotica, alta tecnologia., es mejor que se queden aqui a cultivar nopales y a robar combustible.","Si porque aprendes malas mañas, como diseños de maquibaria, robotica, alta tecnologia., es mejor que se queden aqui a cultivar nopales y a robar combustible."
7db858892f44e435c5cf5a336363c039,asuntosConacyt,1,Seré breve.  ESTA LOCA!!!!,Seré breve. ESTA LOCA!!
