ID,TOPIC,IS_IRONIC,MESSAGE
fe7624012c355f9be4fb299e440116eb,TARDÀ,0,"HAHAHAHHA LE ESTAN HACIENDO UN JUICIO A JOAN TARDA HAHAHAHAHA Y AL CABO DE UN RATO DICE PUEDO RESPONDER EN CATALAN? HAHAHAHAHHAA Y EL JUEZ CON SUS HUEVOS LE DICE, NO, AQUI EN ESPAÑOL."
c467302ff9f88c4053396826f177316a,TARDÀ,0,"Primera pregunta a un testigo, en este caso Joan Tardà (ERC), a cargo de los fascistas de VOX;
Dijo usted tal día en la red social Twitter..."""
e5db8dba39e88e99dd65b9e135b5099d,TARDÀ,0,"Primerísima pregunta a Joan Tardà en el juicio: ¿Es cierto que usted en twitter...?"""""
6434a9e14245daabd8248509dbc3c6dc,TARDÀ,0,Tres preguntas le ha durado el abogado de VOX a Joan Tardá.
cd10a54a358ec24967be43131c66e569,TARDÀ,0,"Joan Tardá, ha demostrado una vez mas nuestra capacidad ( los ignorantes nos llaman supremacistas ) de democratas a nivel mundial. Ha demostrado y avergonzado al supremo ,con la expresion de la mala... https://t.co/m0cCRcOg7q"
e4eb7d476a636473d020e83b9a74c940,TARDÀ,0,"-¿Tengo derecho a hablar en catalán? (Joan Tardà)
-No. (Marchena, la ley)

Gracias por dejarnos sin derechos, señor Marchena.
#JudiciTV3CatRàdio #DretsFonamentals
#JoAcuso"
ac8f03f11fa34ccb305db49307241b41,TARDÀ,0,"-“Conoce al Sr. Llové”, pregunta l’advocada de l’Estat?
- “Quién??? Ah, Jové”, diu Joan Tardà 
- “Si quiere digo Jové” (pronunciat en castellà), contesta l’advocada de l’Estat
- “Tampoco cuesta tanto”, contesta @JoanTarda 
#JudiciTV3CatRàdio https://t.co/QEwWDX2dNs"
913d0f5c3aecc274d7332a1157c371e2,TARDÀ,0,"-No cuesta tanto con un poco de interés-

Joan Tardà, 27 de febrer de 2019

#judici1O
#JudiciTV3CatRàdio
#JudiciProcés"
e9646b1cf4c3caa1d8ee790433409674,TARDÀ,0,"¡¡Que mal lo están haciendo los fiscales y los de VOX!!
¿Como no le hacéis un interrogatorio de una hora a Joan Tardá?

Le están preguntando los abogados indepes. Todos ellos coordinados..,

¡¡Preguntadle por los dineros, joder!!! si han despilfarrao a lo loco..."
8b9e63c5a97de4aa558f46bc0b56dd8c,TARDÀ,0,"¡ÚLTIMA HORA! 
El Supremo cita a Rajoy el próximo martes para testificar en el juicio del procés

El martes 26, además de Rajoy, comparecerán Artur Mas, Joan Tardà y el presidente del Parlament, Roger Torrent

https://t.co/sfsb4pYH8M
#FelizMartes https://t.co/NG9lC7qt5N"
3ec356d0c84e128c25c2349d2bc0a824,TARDÀ,0,"¿Inspirado en la venganza? Joan Tardà, te recuerdo que #ERC con el #PSOE con sus provocaciones y asesinatos entre 1934 y 1936, fueron motivo de una guerra civil, ¿te perdiste esta clase de historia? La historia está para aprender de ella, no para repetirla https://t.co/uy71rnwrlZ"
dac647e42bbf13d4c07c6251cbb5ceb6,TARDÀ,0,¿Qué han declarado hoy como testigos Joan Tardà y Artur Mas en el #JuicioProcés? Lo cuentan @CristinaBlach y @Gabrielopev 👇 https://t.co/K9rsEBa4g6
7e66670d21f260c7fcb5d890a574179f,TARDÀ,0,...uno de los políticos mejor valorados en el ⁦@Congreso_Es⁩  «Joan Tardà» en @Wikipedia: https://t.co/OWFvMJDQqK
b6b19164b361a51adc796665ed9cc03d,TARDÀ,0,'Joan Tardá' acaba de convertirse en TT ocupando la 7ª posición en España. Más en https://t.co/K5DFqqcseW https://t.co/Qrgcdb3N4N
082c144a825fb74a4f291abcfb25f04a,TARDÀ,0,"“No nos hagamos demasiado daño entre nosotros”.

Joan Tardà a Pdro Snchz en el Congreso"
a10d160e36aa6ee16d1eb0f202bb2fb6,TARDÀ,0,"@BeatrizTalegon Joan Tardá empieza montando el numerito político en el juicio y Marchena le corta, con toda la razón: un testigo no puede dar mítines ni declarar en otro idioma que el oficial en la sala."
2c68ef6693da3db51620cf390ecec98f,TARDÀ,0,"@cid_senen A partir de las 10.00 con Joan Tardá. Seguido de Roger Torrent, Sáenz de Santamaría y Cristóbal Montoro por la mañana. A partir de las 16, el turno para Mariano Rajoy."
b3ce0e2c630f429a0dedd4f3b5667893,TARDÀ,0,@csilvacampanon @JoanTarda Joan Tarda vete a Venezuela ayudar a tu amigo Maduro y no vuelvas traidor
7e07ee753e5d74c1869ec3c43a80c93f,TARDÀ,0,"@DKroutt Me refería a Joan Tardá. Los acusados, como bien ha recordado el juez Marchena, lo rechazaron porque habría sido con traducción simultánea y dificultaba la espontaneidad. A Joan Tardá (citado como testigo) le dijo hoy que debía declarar en castellano."
2ca69a0b8d764c2b6b84b76fe8cb6639,TARDÀ,0,"@ElPaterBlanco @DansOlle @PVives2 @tonialba Yo lo que quiero es que vox, cs y pp ayuden a convencer a las bases de erc y pdcat y omnium que les estan engañando y que NO va a haver negociacion alguna de NADA que tenga que ver con la autodeterminación digan lo que digan junqueras, puigdemont o joan tarda/rufian"
3cccfed7f7b32f27eb3eafd78505511e,TARDÀ,0,@Enric_Hernandez Joan Tardà tampoco se queda manco... https://t.co/V5Bqz3LNnY
112737a8471758bc3638bf37fde5eb64,TARDÀ,0,"@Esquerra_ERC @JoanTarda Y si no le deja decirlo... ¿cómo es que lo ha dicho? Contradicción in terminis. Por otro lado, Joan Tardà acude al juicio a contestar preguntas no a declamar lo que opina del juicio. Para eso tiene los medios de comunicación a su disposición. Este entre otros."
de2b5decfa1938dacac16d0f8439b200,TARDÀ,0,"@fermen101325mi @Mallador_ @Antonio33150101 @Julio_Rodr_ Fijate en lo que dice Tardá de China y Arabia Saudita.
https://t.co/gGfoEtPWNH"
9febcdd9e3b68444abcf40313522540a,TARDÀ,0,@gabrielrufian @JoanTarda Gran admiración  por Joan Tardá. UN REPUBLICANO  MUY DIGNO.
cc4a35694441c3b35088e379b56c6178,TARDÀ,0,@gabrielrufian @JoanTarda Me cae muy bien Joan Tardà
5cc82798e697e945a37a55ef8d8830ae,TARDÀ,0,"@gabrielrufian @YouTube O este otro de tu colega Tardà diciendo que lo no indepes son traidores a la tierra
Joan Tardá agita a la juventud catalana para que comande una nueva Repúb... https://t.co/phJuMPI6Ub vía @YouTube"
d0ee2199a7e2d9717327dee12d15f02d,TARDÀ,0,"@GLlamazares Joan Tarda te llamaria fascista por esto, ten cuidado con lo que dices que te pueden cambiar de ideologia a estas edades."
6811892c4b8456bfc2ea417d0cb684ba,TARDÀ,0,"@incomodo0 @hypatiascorner @Cazatalentos @SiPeroNo1 @ahorapodemos Así que te ofende la realidad.
De verdad no hay una sola persona en podemos que sea capaz de ver la verdadera naturaleza del Mesías y sus acólitos?
Por supuesto que Joan Tarda y Rufian han colaborado con el enemigo (UP) e igual que otros partidos, le dieron el si a PS gratis https://t.co/bWhzh6x4Fo"
083e514f00d8529d3f64795155364004,TARDÀ,0,"@JoanTarda : El rey se ha convertido en un enemigo de la democracia"" No confundas la velocidad con el tocino querido😉  sólo lo consideráis vosotros y vuestros primos @ehbildu"
554ec7bf040de95763e7be60f4e0a27f,TARDÀ,0,"@LaLupaJudicial Que falta de respeto y educación Joan Tardá,pero claro¿qué te puedes esperar?.Bravo Don Manuel Marchena,colocando a la falacia independentista..👏👏👏"
c4a52b0ef93e174119c6a31d3dfc9158,TARDÀ,0,"@ldpsincomplejos Acaban de colarle una pregunta a Marchena.¿Tuvo la sensación de que esa manifestación era una concentración organizada?""(a Joan Tardá).Me parece desde el punto de vista jurídico y procesal una actitud por parte del juez arriesgadísima. Se pasa de garantista y esto es lo que pasa"""
bacac8e2970d68c195c58362e8499b46,TARDÀ,0,"@ldpsincomplejos Es todo un circo, como siempre, las payasadas típicas de los independentistas, es que no hay uno serio. Joan Tardà"
8a77cd5cd5a4a6e7a376a66671ffa303,TARDÀ,0,"@TenienteRuz1 @juancrafff @Julio_Rodr_ @ahorapodemos https://t.co/gGfoEtPWNH
Alguien que seguro no le gusta, pero escúchelo que habla claro, claro."
006e4b937c584a388fb4f4db0bac0d92,TARDÀ,0,"# ATENCIÓN | Marchena llama a Joan Tardà. Su testimonio lo ha pedido Vox y la defensa de Cuixart
👉 https://t.co/RDr8b0ww30 https://t.co/YHq3HEbrYa"
5bcfa2bd192e7e8f0407fb0b4c85119e,TARDÀ,0,"#AMPLIAMOS | Marchena amonesta a Joan Tardà y le recuerda su condición de testigo para que no haga valoraciones políticas"""
31f2ce3ae895ed36f047328fb3fb55d4,TARDÀ,0,"#CATALUÑAjuicio del procesTRIBUNALSUPREMO Joan Tardà declara como testigo en el juicio al procés (27/02/2019, mañana) https://t.co/NoXdzzp3Fo vía @YouTube"
8b72aaf65eafec05d4d981aef7474b43,TARDÀ,0,"#DIRECTO Joan Tardá: «Este juicio está inspirado en la venganza»
https://t.co/beGsNbQ70a"
6a39db48752fdd007a2b1c2d1d9593c8,TARDÀ,0,#EnDirecto | Declaración como testigo de Joan Tardá en el juicio por el 'procés' https://t.co/RPa6YUb2q9 https://t.co/ZEoLYuU8WL
f4704fa4533d42b8e80355931b1ef794,TARDÀ,0,"#EnDirecto ▶El diputado de ERC Joan Tardà ya está comenzando a responder. El siguiente citado, Torrent, ha confirmado su ausencia  https://t.co/5Y1dzhUybl"
5353ed55c65af2d0b645fbf8fda92166,TARDÀ,0,"#ENDIRECTO La declaración del diputado de ERC en el Congreso de los Diputados, Joan Tardà, en el juicio del 'procés'. https://t.co/TLF1tFRTxs"
537bb360fcc062b33eef72d31f6668bb,TARDÀ,0,"#España Me PROVOCAN ASCO. Legitiman un G0LPE de estado en #Venezuela"". Joan Tardà https://t.co/KvhhX6Lnpg via @YouTube"""
1601cc286ccd38aabfa801c5ccfeafdc,TARDÀ,0,"#HuelgaGeneral #Cataluña | Los diputados de ERC, liderados por Joan Tardá, regresarán a sus escaños en el último tramo del pleno del Congreso de este jueves. En @estrelladigital 
https://t.co/vZRLPmTcwn"
4ae753c969019f0f50afd7be7df0ce05,TARDÀ,0,#JuicioAlProcés El representante del Poder Judicial ha tenido q cortar varias veces tanto a Joan Tardà como a la acusación particular (ambos contrarios al ideal real de lo q es España) por querer hacer política del juicio ¿Queda claro ya que esto no es un conflicto sino un pacto?
fae58baa34112269adcabd50386927e7,TARDÀ,0,"#juicioproces El diputado de ERC Joan Tardá anuncia que declarará en catalán, y Marchena le recuerda que no tiene derecho a hacerlo https://t.co/n7IifAfbzO"
2ad39b24ae379bd4e6115057d8593f47,TARDÀ,0,"#juicioproces El primero de los testigos será el diputado nacional de ERC Joan Tardá, a las 10.00 horas, a quien seguía en el calendario de citaciones tan sólo media hora más tarde el presidente del Parlament, Roger Torrent https://t.co/n7IifAfbzO"
3678de1ca70f616391a618f32e2b51a4,TARDÀ,0,"#JuicioProcés EnDirecto ▶ Antes de la ex vicepresidenta del Gobierno, han prestado declaración -también como testigos- Joan Tardà y Artur Mas. Aquí estamos contando esta sesión al minuto https://t.co/5Y1dzhCWML"
c11666d1cc8f2775826e3531cc4ef5a7,TARDÀ,0,#juicioproces Joan Tardá comienza su declaración testifical https://t.co/n7IifAfbzO
cf0f7dd90c1bc5ec2c383cf4a3cc45c3,TARDÀ,0,"#JuicioProcés Joan Tardá: Ni la unidad de España ni la independencia valen una mínima violencia"" https://t.co/TiYfEfP5p7 https://t.co/zlYWYQxhDY"""
2800c9eb2a50d318f0512d5c9b10ef4f,TARDÀ,0,#JuicioProcés Marchena reprende a Joan Tardà y al letrado de Vox y pide ceñirse a los hechos sin opinar https://t.co/c3w98ILn0F https://t.co/KW69RvM0CE
a8a5b06ff48cb93373156764daf766fd,TARDÀ,0,"#SesiónDeControl Antes de exponer la pregunta al Gobierno, Tardá se ha dirigido a Pastor para ejercer su derecho a la defensa ante los insultos de Rivera. Es usted un fascista"""
d0cc3b84ba76a4d13eded304ff2c01db,TARDÀ,0,"#ÚLTIMAHORA Las primeras personas en testificar en el juicio contra el procés serán Joan Tardà, Roger Torrent, Artur Mas, Mariano Rajoy, Marta Pascal y Xavier Domèmech, el 26 de febrero. Al día siguiente: Saenz de Santamaría, Montoro y Zoido https://t.co/sO3jGo0DKv https://t.co/6VJVvm2V9W"
51afe638e886f943bbaa497fb1fa53d3,TARDÀ,0,"⚠️ importante:

Martes 26: Joan Tardà, Roger Torrent, Artur Mas, Mariano Rajoy (16h.), Marta Pascal, X. Domenech.

Miércoles 27: Soraya Sáenz de Santamaría, Montoro, Zoido, de Gispert, Antonio Baños, Francesc Iglesias

Jueves 28: Urkullu, Rufián, Dante-Fachín, Benach, Colau https://t.co/pjcbz8HXNj"
486c65d004a3cc0059db1330c7bfd196,TARDÀ,0,"📺 DIRECTO | Joan Tardá: Ante los insultos del señor Rivera acusándonos de golpistas hacemos el ejercicio de autodefensa democrática: es usted un fascista señor Rivera"" https://t.co/p0Sem2jw2s https://t.co/ERkDDaZhYs"""
fa033b217d3edc1bf528a1ea01c2fb0d,TARDÀ,0,"Aclaro no soy separatista . Pero la estrema derecha que aprendan de estas personas, Roger Torrent, Elsa Arcadi, Joan Tarda, Oriol Junqueras, el presidente Sánchez, y tantos otros para dialogar hay que ser exquisito, la verdad dan miedo."
59d2ef5c271ce41da30ea12137a916bb,TARDÀ,0,"ALSINA se MOFA de JOAN TARDÁ No nos TOME el PELO ustedes no quieren hablar de todo"" https://t.co/fArZl40TJf"""
f42cf6bd5cbbdee1f56be212a2f97f83,TARDÀ,0,"Calendario del Supremo en el juicio por el #procés 
Día 26:
Joan Tardá
Roger Torrent
Artur Mas
Mariano Rajoy
Marta Pascal
Xavier Doménech
https://t.co/BkzMJjtqog"
975f581c645504ee5800328708973a4d,TARDÀ,0,"Carmen Calvo responde a Joan Tardà. Pensamos y sentimos que hemos devuelto la política a la política"" #Congreso"""
00cf821aaa6278a35147c444e39d909b,TARDÀ,0,Cataluña: Joan Tardà dejará de ser diputado en el Congreso el 28A tras quince años https://t.co/mV7lUHLnuf
11d035433aaf7bcafbb9e01402e6e1ee,TARDÀ,0,"Declaraciones políticas para entender el moemnto actual. Joan Tardà,No somos chantajistas: el acuerdo lo rompió el PSOE - https://t.co/e2e26IfrB4"
5a96bae0dd37860153d51f523bbc5b7e,TARDÀ,0,"Diario Ok - Noticia. España. Mariano Rajoy y Soraya Sáenz de Santamaría declararán la semana que viene en el Supremo junto a Joan Tardá, Torrent y Artur Mas https://t.co/1UH2MqUu9K"
922579025bcd3f849000374a0ef5d161,TARDÀ,0,"Discurdo de Joan Tarda en el Congreso.
https://t.co/CkM88oo3As"
261da032055832daaaa3915021ee7c6f,TARDÀ,0,"El #TS cita a los primeros testigos en la causa especial 20907/2017 para los días 26, 27 y 28. El primero en comparecer será el diputado de ERC Joan Tardà https://t.co/1wbQBJ2BeH"
c3005d5b2439e7d82d9c801bd2f83611,TARDÀ,0,"El dia 26 testificaran: Joan Tardà, Roger Torrent, Artur Mas, Mariano Rajoy, Cristóbal Montoro i Juan Ignacio Zoido"
51c454042824fee3fb493b3ced9ac3a3,TARDÀ,0,"El portavoz de @Esquerra_ERC en el @Congreso_Es, Joan Tardá, ha pedido negociaciones sin condiciones tras las generales. La vicepresidenta, Carmen Calvo, le ha contestado salgan de esa quimera"" https://t.co/XbAsnyDHpw"""
d3ffccf594522b99f691acc0cddc393f,TARDÀ,0,"El Supremo cita a Rajoy para testificar en el juicio del procés el próximo martes 26 de febrero. l mismo día, por la mañana, Joan Tardá, Roger Torrent y Artur Mas. Por la tarde, además de Rajoy, Marta Pascal y Xavier Doenech. Sáenz de Santamaría, Montoro y Zoido, el día 27"
9210241412b4abf5c87724dc11b6bd73,TARDÀ,0,Elecciones Generales 2019: Joan Tardà abandonará el Congreso tras 15 años como diputado https://t.co/FuiFZJbkgI vía @elindepcom
08355ce7ed5e8bfef296e3dbe511fa80,TARDÀ,0,"Empezamos con el juicio de procés y en el minuto 2 el Magistrado Marchena se ha referido a Joan Tardá como Sr. Sardá"". Empezamos bien."""
171866da34f4cdf19675136e0529b5dd,TARDÀ,0,En @elconfidencial: La agarrada de Tardà con Marchena: de hablar en catalán a frenar opiniones políticas https://t.co/HtXK3KX0iv
d3ab0b83c513892f3677d72612eb885b,TARDÀ,0,"En la #RepúblicaCatalana tenemos claro que la @CasaReal es un residuo del franquismo que hay que desinfectar y extirpar.

Un ciudadano con semejante prepotencia, al que nadie ha elegido, si no que lo puso ahí un genocida, no tiene cabida en el siglo XXI

https://t.co/9Oq92BBEFI"
a8c272ac6d4f48061e0e5de354a39acc,TARDÀ,0,En Nuestra Plaza: “Guaidó se autoproclama y Cataluña no puede votar” Joan Tardá https://t.co/VUaDhwtvo4
29d7ca65ebe105a92ebbb9f48b3cbf86,TARDÀ,0,"EnDirecto ▶ El #JuicioProcés se reanudará a las cuatro de esta tarde. Hemos recapitulado aquí lo más importante de las declaraciones de Joan Tardà, Artur Mas y Soraya Sáenz de Santamaría https://t.co/5Y1dzhUybl"
1935743571f96b086d18c4e32aa5630a,TARDÀ,0,"Entiendo que hacen estas crónicas sobre la marcha, pero @ep_catalunya debería cuidar más la redacción y la ortografía, porque cada día y cada artículo que publican hacen cada vez más faltas https://t.co/b9TGzLsxuC"
9e07ebbd1d7d49df6e2c5409ff75cd1f,TARDÀ,0,ERC estudia cómo suceder a Tardà en el Congreso https://t.co/Wc136hLrNM
d75aae552d3a647f5b749b1123ca628a,TARDÀ,0,ERC estudia cómo suceder a Tardà en el Congreso. La dirección del partido apuesta por Rufián como cabeza de lista https://t.co/Yvps8UdXTb
fac015a499ac88a902014c09b04ca4ed,TARDÀ,0,"Esta gente, sigue con su circo e intenciones en el juicio. No tienen remedio 🤦
 https://t.co/zIfTcPDdv4"
53e720c7ea2054eea4da4ad6d9c64542,TARDÀ,0,Están interrogando a Joan Tardá??? 😮 #JuicioProcés #JuicioAlProcés
31e8f14d169d24fc39f0b26b52a9ed0b,TARDÀ,0,"Este @JoanTarda además de GOLPISTA es un perfecto gilipollas
https://t.co/aIA6n8US9w"
7545e0ab438a005a6bb1901f6e137cb6,TARDÀ,0,"este interrogatorio está quitando la máscara a tanta gente que está en ese juicio!  horrorizada estoy.
En serio están preguntando por el ideario,  lo que siente Joan tarda? es su pensamiento hasta eso se lo quieren quitar, por eso se lo quiere juzgar! Pavor!  #JudiciTV3CatRàdio"
0fb4535f722c26c2ceeba1d2ed25f506,TARDÀ,0,"Este juicio está inspirado en la venganza"" @JoanTarda"
ee0a62ef6618ef40fa4174a91fd80292,TARDÀ,0,"Excelencia la del profesor Joan Tardà.  Desenmascaró las zarpas totalitarias del magistrado Carlos Marchena, hasta hoy camufladas en vergel de pseudosimpatía..."
71d92183a4c12da8f0beb6752153d3ba,TARDÀ,0,Fiscalía NO tiene preguntas para Joan Tardá
5d139bc1965f59948a5d7e78520f32ce,TARDÀ,0,"Grande señor Tarda...A la justicia del régimen del 78 se le ve el franquismo por todos los costados.

#MarcaEspaña

https://t.co/4UMO0qiBXp"
ac969047d4ca0660deeeef4f790a82ce,TARDÀ,0,"Grandioso varapalo de Arcadi Espada a Joan Tardá por llamar fascista"" otra vez a Rivera https://t.co/T2uBGxdaUD vía @Periodistadigit"""
9cffb143d079f6369ebce536de35edcc,TARDÀ,0,"Guaidó se autoproclama y Cataluña no puede votar"" Joan Tardá https://t.co/qPEMrK0s2S"""
1a9a48036c132bd6645bc40c9ae20fa5,TARDÀ,0,"Hablé con Joan Tardá en Sant boi. Me contactó con Gemma Calvet i Barot, jurista que fue miembro del comite de etica de la policia catalana. Me citó en el Parlament, fui, pensando que iba a una reunión normal. me metieron prisa ya que tenia que hablar en el atril en breve"
396e51d6b9c0ee9d51fd34912ba98f2d,TARDÀ,0,"Horario de los testigos que acuden este miércoles al juicio del procés

- 10 horas: Joan Tardá

- 11 horas: Artur Mas

- 11:30 horas: Soraya Sáenz de Santamaría

- 16 horas: Mariano Rajoy

- 18 horas: Antonio Baños 

https://t.co/Ht9zM4wArb https://t.co/xQO41uKJDi"
c38c607a638308035a3afe975ceb1f8e,TARDÀ,0,"https://t.co/a8M7jZOXuH

Joan Tardà quería ir de chulito pero le chafan la guitarra.

Es lo que tiene ir de sobrado en lugar de asesorarse sobre las obligaciones y derechos de cada uno, acusados y testigos."
b156e11209d5c3d169c4c87eaca4c723,TARDÀ,0,"Importante -casi vital en sentido literal- no perder esto de vista NUNCA.

Joan Tardà: “Ni la unidad de España ni la independencia de Catalunya valen la mínima violencia”  @lavanguardia https://t.co/nZVCEejMju"
f8543300116c908eb8fd18beef3876ae,TARDÀ,0,Javier NART vs Joan TARDÀ: CLASE MAGISTRAL DE DERECHO Y DEMOCRACIA https://t.co/cV7UdWN1ld via @YouTube
bc52213fac0160e344f83133123f6323,TARDÀ,0,Javier NART vs Joan TARDÀ: CLASE MAGISTRAL DE DERECHO Y DEMOCRACIA https://t.co/iWYa04OXCf vía @YouTube
ea0459ab0c7ab7d3e40a4aa74df45fe6,TARDÀ,0,"Joan Tardà a Marchena: Le agradezco que pueda marcharme""."""
254ce66424846dde8926a48e4b556fc8,TARDÀ,0,Joan Tardà abandonará el Congreso tras 15 años como diputado https://t.co/Nsgp3mfffj
